KOPERASI ....................................,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
DAFTAR SIMPANAN ANGGOTA,,,,,,,,
,,,,,,,,
NO,NAMA,SIMPANAN,,,,,JUMLAH,
,,POKOK,,,WAJIB,SWP,,
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,,,,,,,Rp,0.0
,JUMLAH,Rp,0.0,Rp,,0,Rp,0.0
,,,,,,,,
,,,,,,,,
"PENGURUS,",,,,,,,,
KOPERASI ....................................,,,,,,,,
,,,,,,,,
,KETUA,SEKRETARIS,,,,BENDAHARA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,.....................,...........................,,,,....................,,
